,pupilId,classId,taskId,taskSeriesId,duration,state,evaluation,falseAttempts,teacherFeedback,revision,helpRequested,subType,question,sampleSolution,number words in answer,numberHints,rating_content,rating_format,rating_creativity
2516,NHPSudYwp9A4DT5t2,NCm8NNbAmNsur5S33,ML-2-1-2,ML-2,21,Ich weiß noch nicht viel,pending,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",5.0,,,,
2523,NHPSudYwp9A4DT5t2,NCm8NNbAmNsur5S33,Impact-2-1-1,Impact-2,429,"<span style=""color: rgb(17, 17, 17);"">&nbsp;Es können&nbsp;Sanktionen drohen, wenn Personen mithilfe von Deepfake&nbsp;ein Video erstellen. Es gibt zum Beispiel die Möglichkeit, dass ein Verstoß gegen das Recht am eigenen Bild oder das Allgemeine Persönlichkeitsrecht  vorliegt.</span>",correct,,,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",34.0,,5.0,5.0,5.0
2532,NHPSudYwp9A4DT5t2,NCm8NNbAmNsur5S33,Impact-3-1-3,Impact-3,193,<h1>weiß ich nicht ich hab bei dem Thema keine Ahnung</h1>,correct,,"Sehr ehrlich Jana =)


Zum Beispiel: 
Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum.",,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",10.0,,1.0,1.0,1.0
2539,NHPSudYwp9A4DT5t2,NCm8NNbAmNsur5S33,AIClosing-1-5,AIClosing,147,Ich würde mit der person erstmal darüber sprechen und halt Fragen was für ein beruf Er oder sie hat und der person dannn alles erklären und viellicht auch die Angst nehmen,correct,,,,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",31.0,,5.0,4.0,4.0
2542,NHPSudYwp9A4DT5t2,NCm8NNbAmNsur5S33,AIClosing-1-8,AIClosing,75,Ich habe alles sehr gut gefunden und habe keine Verbesserungsvorschläge. <br>ich habe auch viel dazugelernt.,correct,,,,,freetext,"Wir wollen diesen Kurs natürlich noch verbessern, damit zukünftige Schülerinnen und Schüler noch mehr Spaß haben. Möchtest du uns zum Abschied noch etwas mitteilen? Was fandest du besonders gut, war irgendeine Stelle doof oder schwer verständlich oder sollen wir irgendwas ändern?","Die SuS können hier noch etwas loswerden. Ist kein Muss, sie haben ja auch schon genug gearbeitet :)",15.0,,5.0,5.0,5.0
2544,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,AI-1-v2-1-2,AI-1-v2,116,Künstliche Intelligenz könnte sein das man was am PC malen oder sich künstlich machen soll.Und vielleicht Häuser bauen und kaufen ,correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",20.0,,3.0,4.0,3.0
2551,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,AI-4-v2-1-3,AI-4-v2,127,Es gibt verschiedene Arten von Kl wie zum beispiel auch in spielen oder Filmen. Es Könnte sein dass das wo wir in den Filmen sehen schon bald in Realität passiert aber die Forscher sind da schon Jahrhunderte dran,correct,,Ganz so lange noch nicht ;-) Und dass der Film zur Realität wird - joah. Ganz so schaffen wir das mit Sicherheit nicht ;-),,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",38.0,,4.0,4.0,4.0
2554,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,ML-1-1-1,ML-1,972,Es ist ein Hund wenn er zwei Augen und ein Mund und eine Nase hat.Es ist ein Hund wenn er ein Schwanz hat.Es ist ein Hund wenn er aussieht wie ein Hund.,correct,,,,,freetext,"Kannst du einen Algorithmus schreiben, der Hunde auf Bildern erkennt? Überlege dir vorher was einen Hund ausmacht. Nutze Regeln wie “Es ist ein Hund, wenn es vier Pfoten hat.” oder “Es ist ein Hund, wenn es ein Tier mit Leine ist.”","Die SuS sollen sinnvolle Wenn-Dann-Regeln finden, die beschreiben, wie Hunde auf Bildern erkannt werden können.",32.0,,5.0,3.0,4.0
2559,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,ML-2-1-2,ML-2,96,maschinelles Lernen ist glaub ich lernen mit Geräten die dir helfen etwas zu lernen,correct,,,,,freetext,"Weißt du vielleicht schon etwas über das maschinelle Lernen? Es ist gar nicht schlimm, wenn das noch nicht der Fall ist. Dann schreib einfach, dass du noch nichts weißt.","Das ist nur eine Abfrage, um über das Vorwissen der SuS bescheid zu wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",14.0,,3.0,2.0,2.0
2569,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,Clustering-2-1-1,Clustering-2,213,Für  Make up wäre die Nummer 1 der beste er ist der einzige.Für die Autos die Nummer drei. Weil er sich mit Wirtschaft befasst und er sich auskennt welche Autos gerade in sind und wie die wirtschrschaftslage gerade ist.,correct,,,,,freetext,"Schau dir die Mittelpunkte der Cluster genau an. Welches Cluster repräsentiert am ehesten eine Make-Up-Marke? Und die Zuschauer welches Clusters würden am ehesten Autos kaufen? Beschreibe in 4-5 Sätzen, welche Cluster du jeweils gewählt hast und warum diese Youtuber die perfekten Markenbotschafter dafür wären.","Make-Up: Cluster 1 repräsentiert es am besten. Ist bereits Thema und die Zuschauer sind die richtig Zielgruppe. Autos: Cluster 3-6 wären alle alt genug. Alle wären möglich, käme auf das Auto an. Cluster 4 zB eher Familienautos, 5 und 6 eher günstige Kleinwagen und Cluster 3 auch teurere Autos.",39.0,,4.0,3.0,4.0
2579,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,LimitsML-1-2,LimitsML,72,Ich glaube es würde verwechselt weil sie sich nicht unterscheiden,correct,,,,,freetext,"Was würde passieren, wenn wir alle Bilder von Hunden durch Bilder von Seehunden ersetzen würden, diese aber als Hunde labeln?","Der Algorithmus würde lernen, Seehunde auf unseren Bildern zu erkennen, ihnen aber das Label “Hund” geben.",10.0,,3.0,3.0,3.0
2586,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,EvalML-1-7,EvalML,94,Maschinelles Lernen ist wie das Wort schon sagt lernen mit Maschinen.Die können uns  bei manchen teilen helfen ,pending,,,,,freetext,"Beschreib noch einmal in eigenen Worten, was maschinelles Lernen ist.","Das maschinelle Lernen ist ein Teilbereich der KI. Er beschäftigt sich mit Programmen, die selbständig in großen Datenmengen Gesetzmäßigkeiten erkennen können. Solche Programme lernen anhand vieler Beispiele bzw. aus Erfahrung.",17.0,,,,
2589,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,Impact-2-1-1,Impact-2,307,Ich denke das Problem bei Deepfakes ist das die Betroffene Personen es nicht waren aber das muss erst mal herausgefunden wurden und oft wird man bestimmt auch auf der Straße erkennt.,correct,,,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",31.0,,5.0,5.0,5.0
2598,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,Impact-3-1-3,Impact-3,556,Ich denke bei einer Krankheit kann die KI mehr und vielleicht schneller eine Krankheit erkennen um schneller wieder gesund werden.,correct,,,,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",20.0,,4.0,3.0,4.0
2605,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,AIClosing-1-5,AIClosing,258,Ich würde sagen das KI aufjedenfall kommt aber das wir Menschenauch in manchen Sachen auch besser sind und die KI nicht ersetzen kann.,correct,,"Denke KIs werden immer mehr an Bedeutsamkeit zunehmen.
",,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",23.0,,3.0,3.0,2.0
2608,zBgRiFyXPXhDqsqwb,NCm8NNbAmNsur5S33,AIClosing-1-8,AIClosing,71,Ich fande es war sehr gut man hat viel gelernt es war einfach und verständlich und abwechslungsreich perfekt ich habe nichts zu verbessern,correct,,,,,freetext,"Wir wollen diesen Kurs natürlich noch verbessern, damit zukünftige Schülerinnen und Schüler noch mehr Spaß haben. Möchtest du uns zum Abschied noch etwas mitteilen? Was fandest du besonders gut, war irgendeine Stelle doof oder schwer verständlich oder sollen wir irgendwas ändern?","Die SuS können hier noch etwas loswerden. Ist kein Muss, sie haben ja auch schon genug gearbeitet :)",23.0,,5.0,5.0,5.0
2610,rZonxXtMrqpQXsBqY,NCm8NNbAmNsur5S33,AI-1-v2-1-2,AI-1-v2,176,Wenn glaub jemand was sehr gut weiß,correct,,,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",7.0,,2.0,2.0,2.0
2617,rZonxXtMrqpQXsBqY,NCm8NNbAmNsur5S33,AI-4-v2-1-3,AI-4-v2,10,öä,false,['<p>öä</p>'],,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",1.0,,0.0,0.0,0.0
2620,rZonxXtMrqpQXsBqY,NCm8NNbAmNsur5S33,Impact-2-1-1,Impact-2,7,f,false,['<p>f</p>'],,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",1.0,,0.0,0.0,0.0
2629,tpz88kuoMHS8jFg6o,hZ9Hi9DLZSm5JMbNm,AI-1-v2-1-2,AI-1-v2,328,"Eine Künstliche Intelligenz, also KI, ist ein Computer, der menschlich programmiert werden soll. Es wird versucht, so weit wie möglich dem Computer menschliches Lernen und Denken beizubringen, so dass er sich selbst weiterentwickeln kann. Somit versuchen wir jedoch auch, die Funktion der Gehirne der Menschen zu verstehen und künstlich nachzubauen. ",false,"['<p>Eine Künstliche Intelligenz, also KI, ist ein Computer, der menschlich programmiert werden soll. Es wird versucht, so weit wie möglich dem Computer menschliches Lernen und Denken beizubringen, so dass er sich selbst weiterentwickeln kann. Somit versuchen wir jedoch auch, die Funktion der Gehirne der Menschen zu verstehen und künstlich nachzubauen. </p>']",,,,freetext,"Was ist deiner Meinung nach Künstliche Intelligenz? Es ist gar nicht schlimm, wenn du dir nicht ganz sicher bist. Du bist ja hier, um es zu lernen. Schreib einfach alles auf, was du über sie weißt oder denkst. Bei solchen Aufgaben, kriegt deine Lehrkraft deine abgegebene Antwort immer zugeschickt, um sie bewerten zu können. ","Die Schülerinnen und Schüler (SuS) sollen beschreiben, was sie schon über KI wissen. Es ist nicht schlimm, wenn sie noch nichts wissen.",50.0,,5.0,5.0,5.0
2636,tpz88kuoMHS8jFg6o,hZ9Hi9DLZSm5JMbNm,AI-4-v2-1-3,AI-4-v2,106,"Eine KI ist ein vorprogrammierter Computer, welcher durch das selbstständige Lernen und Denken einem Menschen ähneln soll. Bisher ist es aber noch nicht gelungen, eine KI zu erstellen, die genau so schlau ist wie ein Mensch, da dies mehrere Jahre brauchen würde, das Wissen zu erlangen. Sie können selbst Entscheidungen treffen und lernen daraus.",false,"['<p>Eine KI ist ein vorprogrammierter Computer, welcher durch das selbstständige Lernen und Denken einem Menschen ähneln soll. Bisher ist es aber noch nicht gelungen, eine KI zu erstellen, die genau so schlau ist wie ein Mensch, da dies mehrere Jahre brauchen würde, das Wissen zu erlangen. Sie können selbst Entscheidungen treffen und lernen daraus.</p>']",,,,freetext,"Jetzt weißt du schon mehr über KI. Sag nochmal in eigenen Worten, was KI ist. Denk dabei an die Eigenschaften, durch die sich KI-Anwendungen auszeichnen und die verschiedenen Arten von KIs.","KI-Anwendungen zeichnen sich aus durch intelligentes Verhalten, das Treffen eigenständiger Entscheidungen und dem Lernen mittels Erfahrung. Man unterscheidet spezifische und allgemeine KI, wobei die spezifische KI intelligentes Verhalten in nur einem kleinen Bereich der Intelligenz zeigt. Alle bisherigen KI-Anwendungen gehören zur spezifischen KI. Allgemeine Intelligenz haben diese nicht.",54.0,,5.0,5.0,5.0
2639,tpz88kuoMHS8jFg6o,hZ9Hi9DLZSm5JMbNm,Impact-2-1-1,Impact-2,202,"Fake News wären das größte Problem dadurch. Man wüsste nicht mehr, wem oder was man nun genau glauben kann oder echt ist. Man fängt an, alles zu hinterfragen, was zu globalen Problemem führt.",false,"['<p>Fake News wären das größte Problem dadurch. Man wüsste nicht mehr, wem oder was man nun genau glauben kann oder echt ist. Man fängt an, alles zu hinterfragen, was zu globalen Problemem führt.</p>']",,,,freetext,Was für Probleme könnten durch den Einsatz von Deepfakes entstehen?,"Mögliche Probleme: Der Ruf und die Privatsphäre bestimmter Personen kann gezielt angegriffen werden. Meinungen können manipuliert werden. Es wird möglich, Videobeweisen leichter zu widersprechen.",33.0,,5.0,5.0,5.0
2648,tpz88kuoMHS8jFg6o,hZ9Hi9DLZSm5JMbNm,Impact-3-1-3,Impact-3,214,"Sofern die Menschen nicht ihre Jobs verlieren, aber mit den Robotern arbeiten, wird die Arbeit der Menschen lediglich erleichtert. Das ist dann eine Win-Win-Situation,da alle davon profitieren. Die Branche der KI wird folglich sehr viel größer und es wird neue Stellen geben.",false,"['<p>Sofern die Menschen nicht ihre Jobs verlieren, aber mit den Robotern arbeiten, wird die Arbeit der Menschen lediglich erleichtert. Das ist dann eine Win-Win-Situation,da alle davon profitieren. Die Branche der KI wird folglich sehr viel größer und es wird neue Stellen geben.</p>']",,,,freetext,"In vielen Bereichen wird der Mensch auch nicht ersetzt, sondern mit KI-Methoden kombiniert eingesetzt werden. Was wären positive Auswirkungen dieser Kooperation?","Mögliche Antworten wären: Effizientere und sicherere Arbeit, Fehlerreduzierung, neue Möglichkeiten, Menschen haben idealerweise mehr Zeit für soziale Berufe und Berufe mit Kreativität, Firmen haben steigende Produktivität bei sinkenden Kosten, wirtschaftliches Wachstum...",42.0,,3.0,5.0,4.0
2655,tpz88kuoMHS8jFg6o,hZ9Hi9DLZSm5JMbNm,AIClosing-1-5,AIClosing,376,"Über die ÜBerwachung sollte man sich keine Sorgen machen, sofern man nicht selbst straftätig ist. Wenn man alle Regeln, wie es jeder machen sollte, beachtet, dann ist die Überwachung nur zum Gunsten der jeweiligen Person. Anstatt sich nur Sorgen über die Nachteile zu machen sollte man sich zudem auch mehr Gedanken über die Vorteile machen. Das allgemeine Leben fast aller Menschen wird erleichtert, Künstliche Intelligenzen machen vieles ohne nachzufragen, ohne ein letztes Wort usw. Es ist wie, als hätte man eine Person im Haushalt oder die einem folgt, die alles was man sagt macht, ohne etwas dazu zu sagen. Natürlich wird es auch durch ""Deep-Fakes"" usw. Nachteile geben, aber das wird ebenfalls durch andere, sichere KIs aussortiert, die dann erkennen, was gefaked ist und was nicht usw.",false,"['<p>Über die ÜBerwachung sollte man sich keine Sorgen machen, sofern man nicht selbst straftätig ist. Wenn man alle Regeln, wie es jeder machen sollte, beachtet, dann ist die Überwachung nur zum Gunsten der jeweiligen Person. Anstatt sich nur Sorgen über die Nachteile zu machen sollte man sich zudem auch mehr Gedanken über die Vorteile machen. Das allgemeine Leben fast aller Menschen wird erleichtert, Künstliche Intelligenzen machen vieles ohne nachzufragen, ohne ein letztes Wort usw. Es ist wie, als hätte man eine Person im Haushalt oder die einem folgt, die alles was man sagt macht, ohne etwas dazu zu sagen. Natürlich wird es auch durch ""Deep-Fakes"" usw. Nachteile geben, aber das wird ebenfalls durch andere, sichere KIs aussortiert, die dann erkennen, was gefaked ist und was nicht usw.</p>']",,,,freetext,"Du siehst also, dass die Erwartungen der Menschen sehr unterschiedlich ausfallen, was KI betrifft. Die Gefühle reichen von Dankbarkeit für Arbeitserleichterung über Skepsis bis Angst. Mit allem, was du jetzt über KI weißt, was würdest du jemandem sagen, der besorgt über eine Zukunft mit KI ist?","Hier können die SuS nochmal alles, was sie über KI wissen, wiederholen. Sie können anführen, dass alle derzeitigen Anwendungen zu spezifischen KI gehören und wir weit entfernt von einer allgemeinen KI sind. Sie können die ganzen positiven Auswirkungen vom Einsatz von KI aufzählen und auch differenzieren und die wirklichen Probleme durch KI thematisieren.",127.0,,5.0,5.0,5.0
